NAMESPACE       LAST SEEN   TYPE      REASON              OBJECT                                                      MESSAGE
observability   8m20s       Normal    Killing             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Stopping container alertmanager
observability   8m20s       Normal    Killing             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Stopping container config-reloader
mesh-app        8m20s       Normal    Killing             pod/emailservice-58dc4788c5-cv8x6                           Stopping container server
mesh-app        8m20s       Normal    Killing             pod/emailservice-58dc4788c5-cv8x6                           Stopping container istio-proxy
ob-app          8m19s       Normal    Killing             pod/loadgenerator-69fdddd69d-2t4t5                          Stopping container main
ob-app          8m19s       Normal    Killing             pod/loadgenerator-69fdddd69d-2t4t5                          Stopping container istio-proxy
observability   8m16s       Normal    SandboxChanged      pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Pod sandbox changed, it will be killed and re-created.
mesh-app        8m16s       Normal    SandboxChanged      pod/adservice-7bb8787db5-bsssn                              Pod sandbox changed, it will be killed and re-created.
observability   8m16s       Normal    SandboxChanged      pod/otel-collector-5cbdc4f9c4-rlz7b                         Pod sandbox changed, it will be killed and re-created.
mesh-app        8m15s       Normal    SandboxChanged      pod/reviews-v3-78c8846d54-kj2tt                             Pod sandbox changed, it will be killed and re-created.
ob-app          8m15s       Normal    Killing             pod/emailservice-58dc4788c5-xjgq9                           Container server failed liveness probe, will be restarted
mesh-app        8m15s       Normal    SandboxChanged      pod/frontend-76c94f7cfb-kckws                               Pod sandbox changed, it will be killed and re-created.
mesh-app        8m15s       Normal    Killing             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container server failed liveness probe, will be restarted
mesh-app        8m15s       Normal    Killing             pod/emailservice-58dc4788c5-cv8x6                           Container server failed liveness probe, will be restarted
observability   8m15s       Warning   Unhealthy           pod/obs-prometheus-node-exporter-6c5vm                      Readiness probe failed: Get "http://192.168.49.3:9100/": dial tcp 192.168.49.3:9100: connect: connection refused
mesh-app        8m14s       Normal    SandboxChanged      pod/reviews-v2-6dc77b845d-p44wz                             Pod sandbox changed, it will be killed and re-created.
mesh-app        8m13s       Normal    SandboxChanged      pod/productcatalogservice-54c86d9f79-7hx4l                  Pod sandbox changed, it will be killed and re-created.
mesh-app        8m13s       Normal    SandboxChanged      pod/loadgenerator-69fdddd69d-vfwpf                          Pod sandbox changed, it will be killed and re-created.
mesh-app        8m13s       Normal    Pulled              pod/frontend-76c94f7cfb-kckws                               Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   8m12s       Normal    Pulled              pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.89.0" already present on machine and can be accessed by the pod
mesh-app        8m12s       Normal    Created             pod/frontend-76c94f7cfb-kckws                               Container created
observability   8m12s       Warning   FailedSync          pod/obs-prometheus-node-exporter-6c5vm                      error determining status: rpc error: code = Unavailable desc = connection error: desc = "error reading server preface: read unix @->/run/cri-dockerd.sock: read: connection reset by peer"
observability   8m12s       Warning   Unhealthy           pod/obs-prometheus-node-exporter-6c5vm                      Liveness probe failed: Get "http://192.168.49.3:9100/": dial tcp 192.168.49.3:9100: connect: connection refused
observability   8m12s       Normal    Pulled              pod/otel-collector-5cbdc4f9c4-rlz7b                         Container image "otel/opentelemetry-collector-contrib:0.95.0" already present on machine and can be accessed by the pod
mesh-app        8m12s       Normal    Created             pod/adservice-7bb8787db5-bsssn                              Container created
mesh-app        8m12s       Normal    Pulled              pod/adservice-7bb8787db5-bsssn                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m12s       Normal    Created             pod/reviews-v3-78c8846d54-kj2tt                             Container created
ob-app          8m12s       Normal    SandboxChanged      pod/adservice-7bb8787db5-dpt5p                              Pod sandbox changed, it will be killed and re-created.
observability   8m12s       Normal    Created             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container created
mesh-app        8m12s       Normal    Pulled              pod/reviews-v3-78c8846d54-kj2tt                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   8m11s       Normal    Created             pod/otel-collector-5cbdc4f9c4-rlz7b                         Container created
mesh-app        8m11s       Normal    Started             pod/frontend-76c94f7cfb-kckws                               Container started
istio-system    8m11s       Normal    SandboxChanged      pod/istio-egressgateway-74b45df455-98fvh                    Pod sandbox changed, it will be killed and re-created.
kube-system     8m11s       Normal    SandboxChanged      pod/kube-proxy-9xtw6                                        Pod sandbox changed, it will be killed and re-created.
istio-system    8m11s       Normal    SandboxChanged      pod/istio-ingressgateway-f547fc59c-cp72n                    Pod sandbox changed, it will be killed and re-created.
mesh-app        8m10s       Normal    Started             pod/adservice-7bb8787db5-bsssn                              Container started
mesh-app        8m10s       Normal    Pulled              pod/reviews-v2-6dc77b845d-p44wz                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   8m10s       Normal    SandboxChanged      pod/obs-prometheus-node-exporter-6c5vm                      Pod sandbox changed, it will be killed and re-created.
ob-app          8m10s       Normal    SandboxChanged      pod/recommendationservice-6d8ddf5d5f-qkh5d                  Pod sandbox changed, it will be killed and re-created.
observability   8m10s       Normal    Started             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container started
mesh-app        8m10s       Normal    Started             pod/reviews-v3-78c8846d54-kj2tt                             Container started
observability   8m9s        Normal    Started             pod/otel-collector-5cbdc4f9c4-rlz7b                         Container started
mesh-app        8m9s        Normal    Created             pod/reviews-v2-6dc77b845d-p44wz                             Container created
mesh-app        8m9s        Normal    Pulled              pod/productcatalogservice-54c86d9f79-7hx4l                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m8s        Normal    Created             pod/loadgenerator-69fdddd69d-vfwpf                          Container created
mesh-app        8m8s        Normal    Pulled              pod/loadgenerator-69fdddd69d-vfwpf                          Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
kube-system     8m8s        Normal    Created             pod/kube-proxy-9xtw6                                        Container created
kube-system     8m8s        Normal    SandboxChanged      pod/kindnet-wwb4c                                           Pod sandbox changed, it will be killed and re-created.
kube-system     8m8s        Normal    Pulled              pod/kube-proxy-9xtw6                                        Container image "registry.k8s.io/kube-proxy:v1.35.1" already present on machine and can be accessed by the pod
mesh-app        8m8s        Normal    Created             pod/productcatalogservice-54c86d9f79-7hx4l                  Container created
ob-app          8m8s        Normal    Pulled              pod/adservice-7bb8787db5-dpt5p                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          8m8s        Normal    Created             pod/adservice-7bb8787db5-dpt5p                              Container created
mesh-app        8m7s        Normal    Started             pod/reviews-v2-6dc77b845d-p44wz                             Container started
mesh-app        8m7s        Normal    Started             pod/productcatalogservice-54c86d9f79-7hx4l                  Container started
observability   8m7s        Normal    Pulled              pod/obs-prometheus-node-exporter-6c5vm                      Container image "quay.io/prometheus/node-exporter:v1.10.2" already present on machine and can be accessed by the pod
observability   8m7s        Normal    Created             pod/obs-prometheus-node-exporter-6c5vm                      Container created
mesh-app        8m7s        Normal    SandboxChanged      pod/recommendationservice-6d8ddf5d5f-8p7mq                  Pod sandbox changed, it will be killed and re-created.
istio-system    8m7s        Normal    SandboxChanged      pod/istiod-f75584cf4-r4fsc                                  Pod sandbox changed, it will be killed and re-created.
istio-system    8m6s        Normal    Pulled              pod/istio-egressgateway-74b45df455-98fvh                    Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
istio-system    8m6s        Normal    Pulled              pod/istio-ingressgateway-f547fc59c-cp72n                    Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          8m6s        Normal    Started             pod/adservice-7bb8787db5-dpt5p                              Container started
istio-system    8m6s        Normal    Created             pod/istio-ingressgateway-f547fc59c-cp72n                    Container created
istio-system    8m6s        Normal    Created             pod/istio-egressgateway-74b45df455-98fvh                    Container created
mesh-app        8m6s        Normal    Started             pod/loadgenerator-69fdddd69d-vfwpf                          Container started
kube-system     8m5s        Normal    Created             pod/kindnet-wwb4c                                           Container created
ob-app          8m5s        Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m5s        Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
observability   8m5s        Normal    Started             pod/obs-prometheus-node-exporter-6c5vm                      Container started
istio-system    8m5s        Normal    Pulled              pod/istiod-f75584cf4-r4fsc                                  Container image "docker.io/istio/pilot:1.29.0" already present on machine and can be accessed by the pod
istio-system    8m5s        Normal    Started             pod/istio-ingressgateway-f547fc59c-cp72n                    Container started
mesh-app        8m5s        Normal    Created             pod/productcatalogservice-54c86d9f79-7hx4l                  Container created
kube-system     8m5s        Normal    Pulled              pod/kindnet-wwb4c                                           Container image "docker.io/kindest/kindnetd:v20260213-ea8e5717" already present on machine and can be accessed by the pod
mesh-app        8m5s        Normal    Pulled              pod/productcatalogservice-54c86d9f79-7hx4l                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
istio-system    8m5s        Normal    Started             pod/istio-egressgateway-74b45df455-98fvh                    Container started
kube-system     8m5s        Normal    Started             pod/kube-proxy-9xtw6                                        Container started
ob-app          8m4s        Normal    Created             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container created
istio-system    8m4s        Normal    Created             pod/istiod-f75584cf4-r4fsc                                  Container created
mesh-app        8m4s        Normal    Started             pod/productcatalogservice-54c86d9f79-7hx4l                  Container started
ob-app          8m4s        Normal    Pulled              pod/adservice-7bb8787db5-dpt5p                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m4s        Normal    Created             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container created
ob-app          8m4s        Normal    Created             pod/adservice-7bb8787db5-dpt5p                              Container created
ob-app          8m3s        Normal    SandboxChanged      pod/emailservice-58dc4788c5-xjgq9                           Pod sandbox changed, it will be killed and re-created.
ob-app          8m3s        Normal    Started             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container started
kube-system     8m3s        Normal    Started             pod/kindnet-wwb4c                                           Container started
mesh-app        8m3s        Normal    Started             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container started
istio-system    8m3s        Normal    Started             pod/istiod-f75584cf4-r4fsc                                  Container started
ob-app          8m3s        Normal    Started             pod/adservice-7bb8787db5-dpt5p                              Container started
mesh-app        8m2s        Normal    Created             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container created
observability   8m2s        Normal    Created             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container created
observability   8m2s        Normal    Pulled              pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container image "quay.io/prometheus/alertmanager:v0.31.1" already present on machine and can be accessed by the pod
mesh-app        8m2s        Normal    SandboxChanged      pod/emailservice-58dc4788c5-cv8x6                           Pod sandbox changed, it will be killed and re-created.
mesh-app        8m2s        Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m1s        Normal    Created             pod/frontend-76c94f7cfb-kckws                               Container created
mesh-app        8m1s        Normal    Started             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container started
ob-app          8m1s        Normal    Created             pod/emailservice-58dc4788c5-xjgq9                           Container created
ob-app          8m1s        Normal    Pulled              pod/emailservice-58dc4788c5-xjgq9                           Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m1s        Normal    Pulled              pod/frontend-76c94f7cfb-kckws                               Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m1s        Normal    Pulled              pod/reviews-v3-78c8846d54-kj2tt                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m1s        Normal    Created             pod/reviews-v3-78c8846d54-kj2tt                             Container created
mesh-app        8m1s        Normal    Created             pod/adservice-7bb8787db5-bsssn                              Container created
mesh-app        8m1s        Normal    Pulled              pod/adservice-7bb8787db5-bsssn                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m          Normal    Created             pod/reviews-v2-6dc77b845d-p44wz                             Container created
observability   8m          Normal    Created             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container created
observability   8m          Normal    Pulled              pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.89.0" already present on machine and can be accessed by the pod
ob-app          8m          Normal    SandboxChanged      pod/loadgenerator-69fdddd69d-2t4t5                          Pod sandbox changed, it will be killed and re-created.
mesh-app        8m          Normal    Pulled              pod/loadgenerator-69fdddd69d-vfwpf                          Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          8m          Normal    Started             pod/emailservice-58dc4788c5-xjgq9                           Container started
observability   8m          Normal    Started             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container started
mesh-app        8m          Normal    Pulled              pod/reviews-v2-6dc77b845d-p44wz                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        8m          Normal    Created             pod/loadgenerator-69fdddd69d-vfwpf                          Container created
mesh-app        7m59s       Normal    Started             pod/adservice-7bb8787db5-bsssn                              Container started
mesh-app        7m59s       Normal    Created             pod/emailservice-58dc4788c5-cv8x6                           Container created
mesh-app        7m59s       Normal    Started             pod/reviews-v3-78c8846d54-kj2tt                             Container started
mesh-app        7m59s       Normal    Started             pod/frontend-76c94f7cfb-kckws                               Container started
mesh-app        7m59s       Normal    Pulled              pod/emailservice-58dc4788c5-cv8x6                           Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m58s       Normal    Started             pod/emailservice-58dc4788c5-cv8x6                           Container started
mesh-app        7m58s       Normal    Started             pod/loadgenerator-69fdddd69d-vfwpf                          Container started
observability   7m58s       Normal    Started             pod/alertmanager-obs-kube-prometheus-stack-alertmanager-0   Container started
mesh-app        7m58s       Normal    Started             pod/reviews-v2-6dc77b845d-p44wz                             Container started
ob-app          7m57s       Normal    Pulled              pod/loadgenerator-69fdddd69d-2t4t5                          Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          7m57s       Normal    Started             pod/loadgenerator-69fdddd69d-2t4t5                          Container started
ob-app          7m57s       Normal    Created             pod/loadgenerator-69fdddd69d-2t4t5                          Container created
ob-app          7m56s       Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          7m56s       Normal    Created             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container created
ob-app          7m56s       Normal    Created             pod/emailservice-58dc4788c5-xjgq9                           Container created
ob-app          7m56s       Normal    Pulled              pod/emailservice-58dc4788c5-xjgq9                           Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          7m55s       Normal    Started             pod/emailservice-58dc4788c5-xjgq9                           Container started
mesh-app        7m55s       Normal    Created             pod/emailservice-58dc4788c5-cv8x6                           Container created
mesh-app        7m55s       Normal    Pulled              pod/emailservice-58dc4788c5-cv8x6                           Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m54s       Normal    Started             pod/emailservice-58dc4788c5-cv8x6                           Container started
ob-app          7m54s       Normal    Started             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container started
ob-app          7m53s       Normal    Pulled              pod/loadgenerator-69fdddd69d-2t4t5                          Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m52s       Normal    Created             pod/adservice-7bb8787db5-bsssn                              Container created
mesh-app        7m52s       Normal    Started             pod/adservice-7bb8787db5-bsssn                              Container started
ob-app          7m52s       Normal    Started             pod/loadgenerator-69fdddd69d-2t4t5                          Container started
ob-app          7m52s       Normal    Created             pod/loadgenerator-69fdddd69d-2t4t5                          Container created
mesh-app        7m52s       Normal    Created             pod/frontend-76c94f7cfb-kckws                               Container created
mesh-app        7m52s       Normal    Started             pod/frontend-76c94f7cfb-kckws                               Container started
mesh-app        7m52s       Normal    Pulled              pod/frontend-76c94f7cfb-kckws                               Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        7m52s       Normal    Pulled              pod/adservice-7bb8787db5-bsssn                              Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/adservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m51s       Normal    Created             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container created
mesh-app        7m51s       Normal    Created             pod/emailservice-58dc4788c5-cv8x6                           Container created
ob-app          7m51s       Normal    Created             pod/emailservice-58dc4788c5-xjgq9                           Container created
ob-app          7m51s       Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/recommendationservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        7m51s       Normal    Pulled              pod/emailservice-58dc4788c5-cv8x6                           Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/emailservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m51s       Normal    Pulled              pod/emailservice-58dc4788c5-xjgq9                           Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/emailservice:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        7m50s       Normal    Started             pod/emailservice-58dc4788c5-cv8x6                           Container started
ob-app          7m50s       Normal    Started             pod/recommendationservice-6d8ddf5d5f-qkh5d                  Container started
ob-app          7m50s       Normal    Killing             pod/shippingservice-846f8585d7-hsc26                        Container server failed liveness probe, will be restarted
ob-app          7m50s       Normal    Started             pod/emailservice-58dc4788c5-xjgq9                           Container started
mesh-app        7m50s       Normal    Killing             pod/redis-cart-6899b65948-ctsjt                             Container redis failed liveness probe, will be restarted
mesh-app        7m49s       Normal    SandboxChanged      pod/redis-cart-6899b65948-ctsjt                             Pod sandbox changed, it will be killed and re-created.
ob-app          7m49s       Normal    Pulling             pod/loadgenerator-69fdddd69d-2t4t5                          Pulling image "busybox:latest"
mesh-app        7m49s       Normal    Pulling             pod/loadgenerator-69fdddd69d-vfwpf                          Pulling image "busybox:latest"
mesh-app        7m48s       Normal    SandboxChanged      pod/details-v1-747787f7c4-htsfv                             Pod sandbox changed, it will be killed and re-created.
ob-app          7m48s       Normal    Created             pod/loadgenerator-69fdddd69d-2t4t5                          Container created
mesh-app        7m48s       Normal    SandboxChanged      pod/reviews-v1-b4745c9bb-hgxtm                              Pod sandbox changed, it will be killed and re-created.
mesh-app        7m48s       Normal    Created             pod/redis-cart-6899b65948-ctsjt                             Container created
mesh-app        7m48s       Normal    Started             pod/redis-cart-6899b65948-ctsjt                             Container started
ob-app          7m48s       Normal    SandboxChanged      pod/shippingservice-846f8585d7-hsc26                        Pod sandbox changed, it will be killed and re-created.
mesh-app        7m48s       Normal    SandboxChanged      pod/ratings-v1-798bd9b5d-vg7gx                              Pod sandbox changed, it will be killed and re-created.
ob-app          7m48s       Normal    Pulled              pod/loadgenerator-69fdddd69d-2t4t5                          Successfully pulled image "busybox:latest" in 1.386s (1.386s including waiting). Image size: 4425286 bytes.
mesh-app        7m48s       Normal    SandboxChanged      pod/productpage-v1-66d788bc7f-9f7qt                         Pod sandbox changed, it will be killed and re-created.
mesh-app        7m48s       Normal    Pulled              pod/redis-cart-6899b65948-ctsjt                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m46s       Normal    Pulled              pod/loadgenerator-69fdddd69d-vfwpf                          Successfully pulled image "busybox:latest" in 1.737s (3.118s including waiting). Image size: 4425286 bytes.
mesh-app        7m46s       Normal    Pulled              pod/reviews-v3-78c8846d54-kj2tt                             Container image "docker.io/istio/examples-bookinfo-reviews-v3:1.18.0" already present on machine and can be accessed by the pod
mesh-app        7m46s       Normal    Pulled              pod/redis-cart-6899b65948-ctsjt                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m46s       Normal    Created             pod/reviews-v3-78c8846d54-kj2tt                             Container created
mesh-app        7m46s       Normal    Created             pod/loadgenerator-69fdddd69d-vfwpf                          Container created
mesh-app        7m46s       Normal    Created             pod/redis-cart-6899b65948-ctsjt                             Container created
ob-app          7m46s       Normal    Started             pod/loadgenerator-69fdddd69d-2t4t5                          Container started
mesh-app        7m45s       Normal    Started             pod/loadgenerator-69fdddd69d-vfwpf                          Container started
mesh-app        7m45s       Normal    Started             pod/redis-cart-6899b65948-ctsjt                             Container started
mesh-app        7m44s       Normal    Started             pod/reviews-v3-78c8846d54-kj2tt                             Container started
mesh-app        7m44s       Normal    Created             pod/ratings-v1-798bd9b5d-vg7gx                              Container created
ob-app          7m44s       Normal    Pulled              pod/shippingservice-846f8585d7-hsc26                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          7m44s       Normal    Created             pod/shippingservice-846f8585d7-hsc26                        Container created
mesh-app        7m44s       Normal    Pulled              pod/ratings-v1-798bd9b5d-vg7gx                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m44s       Normal    Pulled              pod/productpage-v1-66d788bc7f-9f7qt                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m43s       Normal    Pulled              pod/reviews-v1-b4745c9bb-hgxtm                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m43s       Normal    Created             pod/productpage-v1-66d788bc7f-9f7qt                         Container created
ob-app          7m43s       Normal    Started             pod/shippingservice-846f8585d7-hsc26                        Container started
mesh-app        7m43s       Normal    Created             pod/details-v1-747787f7c4-htsfv                             Container created
mesh-app        7m43s       Normal    Pulled              pod/details-v1-747787f7c4-htsfv                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m43s       Normal    Created             pod/reviews-v1-b4745c9bb-hgxtm                              Container created
mesh-app        7m43s       Normal    Started             pod/ratings-v1-798bd9b5d-vg7gx                              Container started
mesh-app        7m42s       Normal    Started             pod/productpage-v1-66d788bc7f-9f7qt                         Container started
mesh-app        7m42s       Normal    Started             pod/reviews-v1-b4745c9bb-hgxtm                              Container started
mesh-app        7m42s       Normal    Started             pod/details-v1-747787f7c4-htsfv                             Container started
ob-app          7m41s       Normal    Pulled              pod/loadgenerator-69fdddd69d-2t4t5                          Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/loadgenerator:v0.10.2" already present on machine and can be accessed by the pod
mesh-app        7m40s       Normal    Created             pod/productcatalogservice-54c86d9f79-7hx4l                  Container created
mesh-app        7m40s       Normal    Pulled              pod/productcatalogservice-54c86d9f79-7hx4l                  Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m40s       Normal    Created             pod/loadgenerator-69fdddd69d-2t4t5                          Container created
mesh-app        7m40s       Normal    Pulled              pod/ratings-v1-798bd9b5d-vg7gx                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m40s       Normal    Pulled              pod/details-v1-747787f7c4-htsfv                             Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
ob-app          7m39s       Normal    Started             pod/loadgenerator-69fdddd69d-2t4t5                          Container started
mesh-app        7m39s       Normal    Pulled              pod/reviews-v1-b4745c9bb-hgxtm                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m39s       Normal    Started             pod/productcatalogservice-54c86d9f79-7hx4l                  Container started
ob-app          7m39s       Normal    Pulled              pod/shippingservice-846f8585d7-hsc26                        Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m39s       Normal    Created             pod/ratings-v1-798bd9b5d-vg7gx                              Container created
mesh-app        7m39s       Normal    Created             pod/details-v1-747787f7c4-htsfv                             Container created
ob-app          7m39s       Normal    Created             pod/shippingservice-846f8585d7-hsc26                        Container created
mesh-app        7m38s       Normal    Created             pod/reviews-v1-b4745c9bb-hgxtm                              Container created
mesh-app        7m37s       Normal    Started             pod/details-v1-747787f7c4-htsfv                             Container started
mesh-app        7m37s       Normal    Pulled              pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/recommendationservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m37s       Normal    Started             pod/shippingservice-846f8585d7-hsc26                        Container started
mesh-app        7m37s       Normal    Started             pod/reviews-v1-b4745c9bb-hgxtm                              Container started
mesh-app        7m37s       Normal    Created             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container created
mesh-app        7m36s       Normal    Started             pod/recommendationservice-6d8ddf5d5f-8p7mq                  Container started
mesh-app        7m36s       Normal    Started             pod/ratings-v1-798bd9b5d-vg7gx                              Container started
mesh-app        7m34s       Normal    Created             pod/redis-cart-6899b65948-ctsjt                             Container created
mesh-app        7m34s       Normal    Created             pod/productpage-v1-66d788bc7f-9f7qt                         Container created
mesh-app        7m34s       Normal    Pulled              pod/redis-cart-6899b65948-ctsjt                             Container image "redis:alpine" already present on machine and can be accessed by the pod
mesh-app        7m34s       Normal    Pulled              pod/productpage-v1-66d788bc7f-9f7qt                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m33s       Normal    Started             pod/redis-cart-6899b65948-ctsjt                             Container started
mesh-app        7m33s       Normal    Started             pod/productpage-v1-66d788bc7f-9f7qt                         Container started
ob-app          7m31s       Normal    Pulled              pod/shippingservice-846f8585d7-hsc26                        Container image "us-central1-docker.pkg.dev/google-samples/microservices-demo/shippingservice:v0.10.2" already present on machine and can be accessed by the pod
ob-app          7m31s       Normal    Created             pod/shippingservice-846f8585d7-hsc26                        Container created
mesh-app        7m30s       Normal    Created             pod/ratings-v1-798bd9b5d-vg7gx                              Container created
mesh-app        7m30s       Normal    Pulled              pod/reviews-v1-b4745c9bb-hgxtm                              Container image "docker.io/istio/examples-bookinfo-reviews-v1:1.18.0" already present on machine and can be accessed by the pod
mesh-app        7m30s       Normal    Pulled              pod/details-v1-747787f7c4-htsfv                             Container image "docker.io/istio/examples-bookinfo-details-v1:1.18.0" already present on machine and can be accessed by the pod
ob-app          7m30s       Normal    Started             pod/shippingservice-846f8585d7-hsc26                        Container started
mesh-app        7m30s       Normal    Created             pod/reviews-v2-6dc77b845d-p44wz                             Container created
mesh-app        7m30s       Normal    Pulled              pod/reviews-v2-6dc77b845d-p44wz                             Container image "docker.io/istio/examples-bookinfo-reviews-v2:1.18.0" already present on machine and can be accessed by the pod
mesh-app        7m30s       Normal    Pulled              pod/ratings-v1-798bd9b5d-vg7gx                              Container image "docker.io/istio/examples-bookinfo-ratings-v1:1.18.0" already present on machine and can be accessed by the pod
mesh-app        7m29s       Normal    Created             pod/reviews-v1-b4745c9bb-hgxtm                              Container created
mesh-app        7m29s       Normal    Created             pod/details-v1-747787f7c4-htsfv                             Container created
mesh-app        7m28s       Normal    Started             pod/ratings-v1-798bd9b5d-vg7gx                              Container started
mesh-app        7m28s       Normal    Started             pod/details-v1-747787f7c4-htsfv                             Container started
