NAMESPACE       LAST SEEN   TYPE      REASON                 OBJECT                                                    MESSAGE
mesh-app        7m14s       Normal    Pulled                 pod/loadgen-wkbck                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m14s       Normal    SuccessfulCreate       job/loadgen                                               Created pod: loadgen-wkbck
mesh-app        7m14s       Normal    Scheduled              pod/loadgen-wkbck                                         Successfully assigned mesh-app/loadgen-wkbck to minikube
mesh-app        7m13s       Normal    Created                pod/loadgen-wkbck                                         Container created
mesh-app        7m13s       Normal    Started                pod/loadgen-wkbck                                         Container started
mesh-app        7m13s       Normal    Pulled                 pod/loadgen-wkbck                                         Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        7m12s       Normal    Created                pod/loadgen-wkbck                                         Container created
mesh-app        7m12s       Normal    Started                pod/loadgen-wkbck                                         Container started
mesh-app        7m10s       Normal    Pulled                 pod/loadgen-wkbck                                         Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        7m10s       Normal    Created                pod/loadgen-wkbck                                         Container created
mesh-app        7m10s       Normal    Started                pod/loadgen-wkbck                                         Container started
mesh-app        6m40s       Normal    Killing                pod/loadgen-wkbck                                         Stopping container istio-proxy
mesh-app        6m35s       Normal    Completed              job/loadgen                                               Job completed
observability   6m2s        Normal    Scheduled              pod/otel-collector-5765fcbf8b-ktkl4                       Successfully assigned observability/otel-collector-5765fcbf8b-ktkl4 to minikube
observability   6m2s        Normal    ScalingReplicaSet      deployment/otel-collector                                 Scaled up replica set otel-collector-5765fcbf8b from 0 to 1
observability   6m2s        Normal    SuccessfulCreate       replicaset/otel-collector-5765fcbf8b                      Created pod: otel-collector-5765fcbf8b-ktkl4
observability   6m1s        Normal    Created                pod/otel-collector-5765fcbf8b-ktkl4                       Container created
observability   6m1s        Normal    ScalingReplicaSet      deployment/otel-collector                                 Scaled down replica set otel-collector-6f9d7cc68c from 1 to 0
observability   6m1s        Normal    Pulled                 pod/otel-collector-5765fcbf8b-ktkl4                       Container image "otel/opentelemetry-collector-contrib:0.95.0" already present on machine and can be accessed by the pod
observability   6m1s        Normal    Started                pod/otel-collector-5765fcbf8b-ktkl4                       Container started
observability   6m          Normal    SuccessfulDelete       replicaset/otel-collector-6f9d7cc68c                      Deleted pod: otel-collector-6f9d7cc68c-vlg25
observability   6m          Normal    Killing                pod/otel-collector-6f9d7cc68c-vlg25                       Stopping container otel-collector
mesh-app        5m57s       Normal    SuccessfulCreate       job/loadgen-exp-033734                                    Created pod: loadgen-exp-033734-qnzsc
mesh-app        5m57s       Normal    Created                pod/loadgen-exp-033734-qnzsc                              Container created
mesh-app        5m57s       Normal    Pulled                 pod/loadgen-exp-033734-qnzsc                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        5m57s       Normal    Scheduled              pod/loadgen-exp-033734-qnzsc                              Successfully assigned mesh-app/loadgen-exp-033734-qnzsc to minikube
mesh-app        5m56s       Normal    Started                pod/loadgen-exp-033734-qnzsc                              Container started
mesh-app        5m55s       Normal    Pulled                 pod/loadgen-exp-033734-qnzsc                              Container image "docker.io/istio/proxyv2:1.29.0" already present on machine and can be accessed by the pod
mesh-app        5m55s       Normal    Created                pod/loadgen-exp-033734-qnzsc                              Container created
mesh-app        5m55s       Normal    Started                pod/loadgen-exp-033734-qnzsc                              Container started
mesh-app        5m53s       Normal    Started                pod/loadgen-exp-033734-qnzsc                              Container started
mesh-app        5m53s       Normal    Created                pod/loadgen-exp-033734-qnzsc                              Container created
mesh-app        5m53s       Normal    Pulled                 pod/loadgen-exp-033734-qnzsc                              Container image "fortio/fortio:1.63.0" already present on machine and can be accessed by the pod
mesh-app        3m52s       Normal    Killing                pod/loadgen-exp-033734-qnzsc                              Stopping container istio-proxy
mesh-app        3m48s       Normal    Completed              job/loadgen-exp-033734                                    Job completed
